Tweets,Subjectivity,Polarity,Analysis
The History Of Apple Repeats Itself | Replace John Sculley with   to identify Apple's current problems. In ,0.4,0.0,Neutral
"Have any one felt the Apple logo which use to get lit up in the old Macbook serious,which is missing in present lin ",0.08333333333333333,-0.03333333333333333,Negative
   _ Wy family don get any video watching by your lesser messy computer ha ,0.45,-0.1,Negative
   _ come on skin head. non remedy your hair. You can grow any of your hair.,0.0,0.0,Neutral
   _ She don have any right because she isn a vic. You all don know ,0.5357142857142857,0.2857142857142857,Positive
"   _ Yuuki?  she has ended protective duration already in 2018, fool.",0.0,0.0,Neutral
_Manhas  Deadass I am WAITING _,0.0,0.0,Neutral
_ Good,0.6000000000000001,0.7,Positive
_ Always good,0.6000000000000001,0.7,Positive
_ Good,0.6000000000000001,0.7,Positive
"   What is in it for Indians,if fraud _ &amp;  will not pass the benifi ",0.0,0.0,Neutral
"No Rolex, we rich  why billionaires like Jeff Bezos, Bill Gates, Mark Zuckerberg and   wear watches even ",0.75,0.375,Positive
I just published I swapped my iPhone 11 for a $100 Android and maybe we should stop spending hundreds of dollars on ,0.0,0.0,Neutral
"   _ Real Justice is not chasing me lying I wrong, but save the fucking 60 ",0.6666666666666666,-0.3,Negative
   _    Finalllly he bought a new phone p,0.45454545454545453,0.13636363636363635,Positive
   _ When your leader  boasts JUSTICE.,0.0,0.0,Neutral
"   _ Cops has lost,  you should admit that if you boast you are JUSTICE\n",0.0,0.0,Neutral
 _ It a lot better in iOS 14. I liking the much more subtle part at the top of the screen,0.5,0.2916666666666667,Positive
Major antitrust hearing featuring   is likely to be postponed\n\n ,0.75,0.03125,Positive
Shah Rukh Khan is the world first actor to be invited to Twitter &amp; Google Office. Whenever any prominent personal ,0.5444444444444444,0.25,Positive
"No Rolex, we rich  why billionaires like Jeff Bezos, Bill Gates, Mark Zuckerberg and   wear watches even ",0.75,0.375,Positive
 _  Do you use Chrome? We'd love to get your reaction. DM us if you'd like to do a user in ,0.6,0.5,Positive
_ flagging for ya,0.0,0.0,Neutral
And that too when I have my Civil Services exam on October 04 and most of my data is stored on my iPhone. A look in ,0.5,0.5,Positive
   _ Never come to JAPAN and die with Corona virus,0.0,0.0,Neutral
"   _ If you do like this, you must assure protection.",0.0,0.0,Neutral
"Dear _  has always inspired me to do things differently &amp; be better,but what I'm experiencing for the ",0.6,0.0,Neutral
"  Mr. Buffett can pick up the phone and talk to Mr  , he is better informed.\n\nRetail inv ",0.5,0.5,Positive
"  _ You can unlock with a passcode, anyway. That's easier than taking off sunglasses or a mask.",0.0,0.0,Neutral
  July 27 antitrust hearing has reportedly been pushed back\n\n ,0.0,0.0,Neutral
The important point is...genuine review of this product by 'me' is not published by flipkart in their app!!!\n\n\This ,1.0,0.4,Positive
   He kissing ass so that Trump doesn purposely sabatoge plans. \n\nTrump negotiat ,0.0,0.0,Neutral
  _    Is this what you spent your hard earned money for?,0.3208333333333333,-0.19583333333333336,Negative
"   Gee, I wonder if Trump really had anything to do with this, or if Elon just didn ",0.2,0.2,Positive
 Bro nope wit  Duncan a drose alone I can  you lol,0.7,0.8,Positive
" won't pass the benifits to it's Indian customers,by manufacturing iPhone 11 &amp; SE in India. Does  consi ",0.0,0.0,Neutral
  _ Oh boy.,0.0,0.0,Neutral
@_notnotjake  Hey. The people making the decisions for content aren't   and Phil Schiller or \Apple. ,0.0,0.0,Neutral
"  _ Turns out, no. ",0.0,0.0,Neutral
One thing to note though about this photo. He probably got an iPhone 10 or higher. Since  and _ too ,0.5,0.25,Positive
 What wrong with you  _ what happened to your customer support? Steve Jobs would probably not ,0.9,-0.5,Negative
Blockbuster Antitrust Hearing Featuring   Faces ,0.0,0.0,Neutral
Blockbuster Antitrust Hearing Featuring   Faces ,0.0,0.0,Neutral
"March 2020,  reported  \halted the effort before setting up a single manufacturing line for that device.I ",0.21428571428571427,-0.07142857142857142,Negative
  Hope to see next iPhone to be Made In India itself and same to be available on launch _,0.17500000000000002,0.13333333333333333,Positive
.  \uuu...\\n  \nThey told me that you didn't encrypt our datas iPhone  iPhone11 ,0.0,0.0,Neutral
I ordinarily have a lot of respect for   (and think he gets ragged on unfairly most of the e) but  suck ,0.5,0.125,Positive
"_ latest iOS 14 widgets,e and weather not updating continuously ",0.9,0.5,Positive
Facing lot of issue in my xr if anyone can assist me tried to contact customer service but unable to get issue resolve  _,0.5,-0.5,Negative
 North Carolina  $7.25/hr\nWe need big businesses to invest in N.C.  maybe everything doesn  t ,0.1,0.0,Neutral
Evereything is revolving around the attendance of Mr.  . ,0.0,0.0,Neutral
Intel chip delay shows exactly why Apple is right to move to Arm -    is the BEST  ,0.3619047619047619,0.5119047619047619,Positive
"unfortunately while working for  i can give out any exec contact info guys, ugh i was so looking forward to sh ",1.0,-0.5,Negative
Apple should accept transfer funds from iTunes to Apple pay. So disappointed with App Store \n  _,0.75,-0.75,Negative
"_ MacBook Pro 2017, 13 inches, the black line suddenly appeared above under normal use.  Here, you can watc ",0.42083333333333334,-0.004166666666666666,Negative
One thing COVID taught me\n\nCell phone makers must volume equalize phone calls. Conference calls which go back-and- ,0.0,0.0,Neutral
   _     ,0.0,0.0,Neutral
"Anti-competitive behavior? What!? Say it isn't so! Actually, that's exactly what ? Google FB Amazon will ",0.175,0.125,Positive
 Out of context by I can't stop myself....\n   how big is the new MacOS update?\n\nIntern  it's pretty ,0.5181818181818182,0.12878787878787878,Positive
"This failure still continues.  When you restart iPhone, it looks like this at the beginning and then goes back to n ",0.15,-0.15833333333333335,Negative
Commiting an honor killing on   because my phone autocorrected tall to y,0.0,0.0,Neutral
 _ Yes but free,0.8,0.4,Positive
What if Apple $aapl bought Intel $intc ? Gotta be a lot of synergies. Intel has expertise and manufacturing capabil ,0.0,0.0,Neutral
._ will you pledge that Apple is slavefree?,0.0,0.0,Neutral
_ Bought 1 \nIt is a great equipment ,0.75,0.8,Positive
Do you think _ gets applecare for his phone?,0.0,0.0,Neutral
"IF HE DID IT AND HE IS THE BIGGESST SCUM OF EARTH, HES A FAGGOT RIGHT  ? LIKE YOU ARE!",0.46785714285714286,0.028571428571428553,Positive
 I would email   t and his office will forward it on to the appropriate support people. ,0.5,0.5,Positive
"\Steve [Jobs], of everyone I known in life, could be the most avid proponent of some position, and within minute ",0.75,0.375,Positive
"House Antitrust Hearing Where Apple  , Other Tech CEOs to Testify Has Reportedly Been Postponed AppleNews ",0.375,-0.125,Negative
Tech antitrust hearing with tesony from   likely to be postponed ,1.0,0.0,Neutral
_ Glad the apple iphone 11 manuf in India. 2018 effort progrsing...how does it mk u feel- manuf in India? ,1.0,0.5,Positive
MY TIM COOK SIR....GOOD MORNING. 1000 am ,0.0,0.0,Neutral
Please send a copy of this article to _ . ,0.0,0.0,Neutral
 _  literally,0.0,0.0,Neutral
"    _ - No one can tell me where my iPad mini is, sent yesterday for rep ",0.0,0.0,Neutral
   ,0.0,0.0,Neutral
Where did you run ? I put an Indian   clone to run your company for India dominance! ,0.0,0.0,Neutral
"Welcome to my 1990s   ... I work alone through Yugoslavia Al Gore, you caused my confusion yesterday pus ",0.9,0.8,Positive
"House Antitrust Hearing Where Apple  , Other Tech CEOs to Testify Has Reportedly Been Postponed ",0.375,-0.125,Negative
Tech antitrust hearing with tesony from   likely to be postponed ,1.0,0.0,Neutral
Antitrust hearing involving tech CEOs like   likely to be delayed  $AAPL,1.0,0.0,Neutral
HAHAHA _ your sales of laptops were only going up after I bought my VanMass USB+C dongle to solve your cris ,0.7,0.1,Positive
"  of Apple has never visited Korea.\nHe is from China, Japan, Thailand, Singapore...\n\nKorea is the world's se ",0.0,0.0,Neutral
   is gay so yes it is,0.5833333333333334,0.4166666666666667,Positive
"NEW -- House Judiciary source says it is \highly likely\ that Monday's antitrust hearing with Jeff Bezos, Mark Zuck ",0.45454545454545453,0.13636363636363635,Positive
_us Is this true _ ?,0.65,0.35,Positive
_  ADE2019 Best class ever!,0.3,1.0,Positive
"_ Honored to be part of the ADEfamily filled with global ambassadors of creativity, innovation, collaborat ",0.45,0.2,Positive
"    Please tell   from an Apple consumer from the first computer, move your assembly out of China...anywhere but China!",0.3333333333333333,0.3125,Positive
" If Jeff Bezos, Mark Zuckerberg, Bill Gates and   donated 2% of their income, they could save everyon ",0.0,0.0,Neutral
_ \nThank You ,0.0,0.0,Neutral
How can you be a homophobe and use an iPhone?   is a whole  home of sexual,0.6166666666666667,0.35,Positive
 I surprised she didn _,0.9,0.1,Positive
"happy ... What do you think, Mr.  ?",1.0,0.8,Positive
"_ Apple has acquired some months ago the Dark Sky Weather or, maybe the studio, that produced this magic ap ",0.7,0.175,Positive
   _ recently in Germany tax was reduced from 19% to 16% to help people recove ,0.25,0.0,Neutral
_ I am so glad to be part of this amazing community and having the pleasure of you in my classroom.,0.95,0.55,Positive
"Dear  and _, I can't wait until iOS 15 (one more year) to get the right support of external displays ",0.37857142857142856,0.2619047619047619,Positive
Antitrust hearing involving tech CEOS like   likely to be delayed  ,1.0,0.0,Neutral
_ Does this mean you and Apple have no regard for black and brown families as none of these emojis have bee ,0.5604166666666667,-0.23958333333333331,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed - MacRumors ,0.2375,-0.0625,Negative
  _   Wheres the diversity ? Waiting. ,0.0,0.0,Neutral
(Most of the remaining third belongs to Mark Zuckerberg. The fortunes of Apple CEO   and Google CEO Sundar P ,0.25,0.25,Positive
_fall My husband takes our pastor for hikes. I send him silly jokes. Or  for his family. They do so much fo ,0.5375,-0.15,Negative
"House Antitrust Hearing Where Apple  , Other Tech CEOs to Testify Has Reportedly Been Postponed ",0.375,-0.125,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
_A_Saurus _ Same as mine!!! ,0.125,0.0,Neutral
Tech antitrust hearing with tesony from   likely to be postponed  ,1.0,0.0,Neutral
Tech antitrust hearing with tesony from   likely to be postponed ,1.0,0.0,Neutral
Lawmakers so loved all things tech that even hearings designed to call tech companies to account turned into pro-te ,0.8,0.7,Positive
Apple uses its closed operating ecosystem to not only abuse its market position but also to censor the app store. O ,0.55,-0.05,Negative
 _   _ Great...at least we learn to put things together...if not making those components.,0.4,-0.3,Negative
_ hi i thank you was the last black box device came microphone problems in tenths was Serkan 2.5 years befo ,0.25,-0.08333333333333333,Negative
"_ Proud to be part of this amazing community who inspire, collaborate, support &amp; share learning. ADE2020",0.95,0.7000000000000001,Positive
BULLSHIT macbook air apple KRAP black screen MULTIPLE KEYS  MULTIPLE NVRAM RESETS\nWORSE POOP\nTHAN microsoft nowadays _,0.14444444444444446,-0.05555555555555555,Negative
"Just checked with _, he not amused. ",0.0,0.0,Neutral
 Tech antitrust hearing with   likely to be postponed  ,1.0,0.0,Neutral
"On July 2, 16 advertising and publishing trade associations co-signed a letter to Apple CEO   in which they ",0.0,0.0,Neutral
Tech antitrust hearing with tesony from   likely to be ,1.0,0.0,Neutral
_ Humbled to be part of a community who continually inspire &amp; support each other with the shared focus of i ,0.375,-0.125,Negative
Remember  's meltdown at the iPhone 5 launch? Pretty embarrassing.\n\nKeyAndPeele ,1.0,0.25,Positive
"The stewed Vesper Martini put 7/9 of Sake. Add 1/2 of cider, and 1/8 of heavy cream. Add olives. \n Down it like _.\n \n Leh'aim !",0.3944444444444445,-0.19722222222222224,Negative
Tech antitrust hearing with tesony from   likely to be postponed  by ,1.0,0.0,Neutral
. _  it would be more natural to have the Touchbar at the Touchpad (\just give the user one option\). ,0.45,0.3,Positive
Great move  _  MakeInIndia  ,0.75,0.8,Positive
     How much price reduction to.indian will also matter?\n\n _,0.2,0.2,Positive
  _ How do you use Apple Music here in Pak? ,0.0,0.0,Neutral
"_  i don like traveling to jungles or safaries, don go to places where the wild life try to h ",0.4,0.1,Positive
Happy bday Ram anna  \nStay blessed forever  \n\nSomees I hate you whenever worst incidents happens in t ,0.9666666666666667,-0.3333333333333333,Negative
i think him and mark have a secret affair... he's a homosexual candidate i made for _ to feel sooooo empowe ,0.7,-0.4,Negative
_  \n Vzee - 's Eye \Lyric Video\ is out now\n\nWatch the video using the link b ,0.0,0.0,Neutral
Nope.   July 27 antitrust hearing has reportedly been pushed back ,0.0,0.0,Neutral
Major antitrust hearing featuring   is likely to be postponed ,0.75,0.03125,Positive
Major antitrust hearing featuring   is likely to be postponed ,0.75,0.03125,Positive
 _ Hahaha this is just sad,0.7,-0.15,Negative
_ iCloud on Windows is random and bad UX. Small files takes forever to transfer over fiber cable and proces ,0.5222222222222221,-0.4833333333333332,Negative
 _ Then get that Apple logo outta your name,0.0,0.0,Neutral
 _ Haha? You do realise that  gay?,0.44166666666666665,0.30833333333333335,Positive
   in this moment ,0.0,0.0,Neutral
Need $2000 to start T-shirt Designing business. Anyone help me. I have not any source of income.  ,0.0,0.0,Neutral
Why does my transparent iPhone cover turn yellow after a few days? Why doesn Apple have a solution to this proble ,0.05,-0.1,Negative
_ Google has Youtube got Fat or something. It is so slow to launch on Safari on the Mac. I launch Youtube o ,0.39999999999999997,-0.30000000000000004,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
 _ Any company that knows their product is being made by forced labor should be banned from US.,0.2,-0.30000000000000004,Negative
"Half sleeping in the morning  \nShot on iphone6s near my home Theni,India .\niphone6s shotoniphone shotoniphone6s ",0.2833333333333333,-0.033333333333333326,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly ,0.2375,-0.0625,Negative
  July 27 antitrust hearing has reportedly been pushed back  by  ,0.0,0.0,Neutral
_ Proud and chuffed beyond words to be part of the ADE community. Still have to pinch myself somees and ,1.0,0.8,Positive
"Goodness! \n\nMonday July 27 at 1200PM ET, the House Judiciary Antitrust Subcommittee will hold a hearing with\n\nJef ",0.0,0.0,Neutral
Android News \Major antitrust hearing featuring Sundar Pichai is likely to be postponed\ ,1.0,0.0,Neutral
 _ What,0.0,0.0,Neutral
 _ why is so hidden the automatic brightness option? It should be in control center not in accesibility!!,0.21666666666666667,-0.16145833333333331,Negative
 I already saw   wearing Lungi in my mind \nselfThoo,0.0,0.0,Neutral
"Major antitrust hearing featuring   is likely to be postponed  Apple News, Tech",0.75,0.03125,Positive
 _  \nApple manufacturing in india is a huge boost for both the parties. How about apple c ,0.9,0.4000000000000001,Positive
Major antitrust hearing featuring   is likely to be postponed  ,0.75,0.03125,Positive
 Hello sir I'm trying pursue my career in mechanical engineering but i am having interest in software ,0.0,0.0,Neutral
"_g_fischer   Yes, except Apple tried licensing software once  and it ended up really bad fo ",0.6666666666666666,-0.6999999999999998,Negative
Will it make iPhones cheaper here in India?\niPhone\napple \n_\n\n,0.0,0.0,Neutral
Peculiar business strategy. Ignoring a buyer. Over confidence _ ? Indian distributor Imagine Store doesn ,0.0,0.0,Neutral
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed. I Hate Everything.,0.4583333333333333,-0.30833333333333335,Negative
The 'i' in iPhone 11 now stands for India  made .  _ MakeInIndia \nBabbarSher \n,0.0,0.0,Neutral
"_Bund  _  Dear Karl,\nThank you for contacting Allianz_Care.\nPlease note that Alli ",0.0,0.0,Neutral
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ( Hardwick/MacRumo ,0.2375,-0.0625,Negative
"Just letting you know that Apple accidentally created one of the best gaming phone in history, iPhone 8 Plus. ",0.3,1.0,Positive
"Proud of  for taking an early stand on this critical issue, and of  for taking a lead. ",0.7000000000000001,0.3,Positive
"4 American tech moguls (Jeff Bezos, Mark Zuckerberg,  , &amp; Sundar Pichai) do \not play by the rules\ (\which ",0.0,0.0,Neutral
"Mark Zuckerberg, Jeff Bezos,  , and Sundar Pichai are all testifying next week ",0.0,0.0,Neutral
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed  MacRumors,0.2375,-0.0625,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
Major antitrust hearing featuring Sundar Pichai is likely to be postponed ,0.75,0.03125,Positive
Major antitrust hearing featuring   is likely to be postponed ,0.75,0.03125,Positive
_ Hi . I have a format that will enable Apple to reach out and help millions of people worldwide cope be ,0.0,0.0,Neutral
thanks _  ,0.2,0.2,Positive
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
"_  \nHello,can I expect apple fitness band this year or in future",0.125,0.0,Neutral
 _ after manufacturing pass-on the benefit to customers and increase your market! ,0.0,0.0,Neutral
News Apple IOS5 Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
_ Being part of the ADE Community has profoundly impacted my personal and professional life. My ADE friends ,0.46666666666666673,0.061111111111111116,Positive
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly ,0.2375,-0.0625,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
The Antitrust hearing involving large tech CEOs including   has been postponed. ,0.42857142857142855,0.21428571428571427,Positive
Congrats to _ and the team at  for showing leadership here. It takes bold and creative action to resp ,0.5888888888888889,0.31111111111111106,Positive
"_prosser     Hey, did   abduct you",0.0,0.0,Neutral
Antitrust Hearing Involving Apple Chief   and Other Big Tech CEOs Reportedly Postponed ,0.2375,-0.0625,Negative
_ One of the proudest and transformative moments of my professional career is joining the ADE global family.,0.05,0.05,Positive
"   \Write that down, write that down!\",0.2888888888888889,-0.15555555555555559,Negative
"_ Plz make 7.2 iPod, same aspect ratio as iPhone with no notch, no Touch ID no Face ID, For Gaming and Vid ",0.125,0.0,Neutral
"Hey  - _.,\nWill this reduce the price of iPhone in India.\nJustAsking MakeInIndia\nManufacturing ",0.0,0.0,Neutral
"BBC News - Google, Facebook, Amazon, Apple hearing faces delay  \n\nFacebook's Mark Zuckerberg ",0.0,0.0,Neutral
"     You're right, he lies about every little small thin ",0.5714285714285714,-0.13794642857142858,Negative
_   @_mirajones_ I can relate to this....as i dy so i am their all in a ,0.0,0.0,Neutral
  _ Also got a spare iPhone SE (the little one) you could use.,0.5,-0.1875,Negative
  _ Did ya plug it into iTunes??,0.0,0.0,Neutral
       _ ,0.0,0.0,Neutral
       _ ,0.0,0.0,Neutral
U.S. House antitrust hearing with Apple CEO   'likely' to be postponed  $AAPL,1.0,0.0,Neutral
Apple CEO   has joined with Ivanka Trump in suggesting that learning to code may help the large number of ,0.42857142857142855,0.21428571428571427,Positive
                        ing ,0.0,0.0,Neutral
       _ ,0.0,0.0,Neutral
     \And there will be game?\ Fridaythe13th Her ,0.0,0.0,Neutral
Duderichy _ Stupid Twitter auto-post. Fixed.,0.6,-0.35,Negative
"After reluctantly agreeing to testify before a House antitrust committee at the start of July, Apple CEO _ h ",0.0,0.0,Neutral
appleinsider Duderichy _ Stupid Twitter auto-post. Fixed.,0.6,-0.35,Negative
"appleinsider After reluctantly agreeing to testify before a House antitrust committee at the start of July, Apple ",0.0,0.0,Neutral
"iOS 14 Beta 3 , looking good lads stable on iPhone  7 Plus . Lovin the widgets _ . iOS14 ",0.6000000000000001,0.7,Positive
Apple CEO   has spent much of July preparing for House antitrust hearing  ,0.15000000000000002,0.05,Positive
  _ FreeiPadoriPhone goodluck,0.0,0.0,Neutral
_ Can  stop obsessing about thinness and rather give us a real battery like the 16\ MacBook Pro for t ,0.30000000000000004,0.2,Positive
 _   are SLAVE OWNERS!?! \u,0.0,0.0,Neutral
   .,0.0,0.0,Neutral
Thank you sir\n_ \n\nIndia is a land of opportunities.\n,0.0,0.0,Neutral
_ Why don you make a big promise to not use chinese slave labor? You hypocrite and fraud maybe you should ,0.05,0.0,Neutral
_ Amazing to constantly learn and be challenge by amazing new tech! Even more amazing are the people who I share it with!,0.6646464646464646,0.43674242424242427,Positive
 Chennai is becoming a hub for electronics &amp; top quality product manufacturing! Thank you ,0.675,0.5375,Positive
 's Appearance at Upcoming Antitrust Hearing Highlights Apple's Political Balancing Act ,0.1,0.0,Neutral
Here's a special edition of Looks Unfamiliar with  and Garreth Hirons () talking about comedy on BBC ,0.5714285714285714,0.35714285714285715,Positive
Finally! iPhone 11 is now MadeinIndia MakeinIndia - with the consistent efforts of   &amp; ,0.625,0.125,Positive
 's Appearance at Upcoming Antitrust Hearing Highlights Apple's Political Balancing Act ,0.1,0.0,Neutral
 's Appearance at Upcoming Antitrust Hearing Highlights Apple's Political Balancing Act  macumors mac,0.1,0.0,Neutral
"_ Proud and honoured to be part of a community that pushes the boundaries, raises standards and believes in ",1.0,0.8,Positive
"_waterman Update you're LinkedIn.\n\nProfessor, writer, PhD in the post, pervert, , ex-muso, public speaker.",0.06666666666666667,0.0,Neutral
_ Incredibly proud and honoured to be including in this amazing collection of innovative global educators. ,0.725,0.47500000000000003,Positive
_    hello junkyards. Cheats whondo not respond. ripapple ,0.0,0.0,Neutral
  _  _  \nThis is totally unacceptable now..\nYou guys are simply playing w ,0.5535714285714286,0.0,Neutral
"@_DJCappuccino Bra  Tosh , the only thing that scares me is marrying a woman who can't  motoho (porridge)",1.0,0.0,Neutral
"    _ He Is PM, he does make policies only ..rest people like ",1.0,0.0,Neutral
_ I am very grateful to be a part of this innovative community and the support that Apple has given us.,0.65,0.35,Positive
_  \n Is it true what this BJP spokesperson is saying that  in iPhone  stands for Indi ,0.65,0.35,Positive
I am personally grateful to Apple CEO _ for making this pivotal decision that puts India on the global map ,0.3666666666666667,0.16666666666666666,Positive
Dear  and _ can we change this ugly ass nibba give us a donkey instead cause I know dam well nobody u ,1.0,-0.7,Negative
"_ So, before I became CEO, I know you visited Korea.\nBut, after becoming CEO, you haven't visited Korea.",0.8500000000000001,0.45,Positive
    _ Ya other than huge unemployment and selling PSU..,0.6375,0.13750000000000004,Positive
Steve jobs &amp;   be like  ,0.0,0.0,Neutral
    _  did modi do in this?,0.0,0.0,Neutral
"    _  ya , others build and he sell them..",0.0,0.0,Neutral
"_ Hello.\n\n  CEO, I have a question.  When you visited Asia, you didn't visit Korea alone.  \nDidn't y ",0.0,0.0,Neutral
iPhone11 i stands for india . _,0.0,0.0,Neutral
I would pay extra money just for a made in India Apple iPhone. Please import to USA!!! \,0.1,0.0,Neutral
U.S. House antitrust hearing with Apple CEO    to be postponed (MacDailyNews/MacDailyNews) ,0.0,0.0,Neutral
User _ why did Apple Music leave This Is Me Trying off the album??\nFolklore,0.0,0.0,Neutral
Why  switched\n\nSorry  \n\nJust business\n\n_ \n\n Silicon\n\nCheckmate  \n\n-Steve2,0.0,0.0,Neutral
_ Class of 2005 with highlights such as running iPad workshops and training with young people in the Amazon ,0.45,0.05,Positive
_ why isn folklore on apple music yet bro ur company can do anything right,0.5357142857142857,0.2857142857142857,Positive
    _ Arey but Modi doesn't do any work says opposition..,0.0,0.0,Neutral
Steve Jobs would be proud Apple SteveJobs _ iPhone .\n\n... but it makes me sick knowing that my device ,0.9285714285714286,0.04285714285714287,Positive
i in iphone is India now...MakeInIndia iphone11 _  BoycottChina,0.0,0.0,Neutral
  _ How old r u? Have u ever received college aducation and taken history class on Ch ,0.2,0.1,Positive
 Expecting _ to set up the A11 Bionic chip manufacturing facility in India. This will be Apple ,0.0,0.0,Neutral
_ Honoured and incredibly proud to be part of this fantastic community,0.95,0.6000000000000001,Positive
 Trump claimed there would be 'one million eight hundred and seventy thousand million tests' for corona ,0.0,0.0,Neutral
   How is it that the largest company on Earth can concatenate an artist + song name stri ,0.0,0.0,Neutral
   thanks you for using the proper grammar in referring to \iPhone\ instead of \the iPhone\ or \an iPhone\,0.15000000000000002,0.1,Positive
_ soon you will have a letter.  it you will see literal wordings \TWO WORDS\  this two word is equally im ,0.25,0.0,Neutral
  would never sit here if I on set!\n\n explaining to  how the  &amp; brightest i ,0.0,0.0,Neutral
"It 2020, how the hell does iOS not support custom app notifications at a system level?!?  _ ",0.0,0.0,Neutral
 _ ADE2019 Best Class Ever!,0.3,1.0,Positive
 _ ADE2019 Best Class Ever!,0.3,1.0,Positive
 _ ADE2019 Best Class Ever!,0.3,1.0,Positive
Need $2000 to start T-shirt Designing business. Anyone help me. I have not any source of income.  ,0.0,0.0,Neutral
 _ ADE2019 Best Class Ever!,0.3,1.0,Positive
 _ ADE2019 Best Class Ever!,0.3,1.0,Positive
 _  ADE2019 Best Class Ever!,0.3,1.0,Positive
"_ Mr  , have you made any statement yet about the Chinese human rights abuses of your workers the uighurs?",0.05,0.0,Neutral
   is on scooter braun payroll,0.0,0.0,Neutral
 Fucking   is getting his ass eaten or some shit because they nawt doing their job ,0.8,-0.4,Negative
"  Lateeeeeee, _ solve it",0.0,0.0,Neutral
  is bae. &amp; are UNMATCHED.,0.0,0.0,Neutral
the way i gonna run to apple hq omfg WHY IS IT NOT THEREEEE TIM COOK I S2G ,0.0,0.0,Neutral
 Mama you need to fire  _ for flopping with your release,0.0,0.0,Neutral
when I catch   for this mess Folklore,0.175,-0.175,Negative
What is going on  _   Where tf is folklore. It 1217....,0.0,0.0,Neutral
BRO! I WAS GOING TO BUY IT ???      _ ,0.0,0.0,Neutral
GET TIM COOK OM THE PNONE RN BC WTF IS UP WITH APPLE MUSIC?? ,1.0,-0.5,Negative
_ fix your stupid streaming service,1.0,-0.7999999999999999,Negative
_girl  At this point apple whole love of music talking point needs to be questioned more starkl ,0.5,0.39999999999999997,Positive
 It isn on Apple Music yet and I calling   to sue,0.0,0.0,Neutral
@_SINFECTED  *,0.0,0.0,Neutral
 _live_13_ ITS NOT THERE YET AND I SEE EVERYONE COMPLAINING IM SO SCARED  _ OMGGGGG,0.0,0.0,Neutral
_ where Taylor album,0.0,0.0,Neutral
_live_13_  _  EVERYONE SAYS ITS NOT UP YET AND IM LIKE AHDISJSJSJWOWKNG,0.0,0.0,Neutral
"Girl, if you don get _ on the phone and drag him for it not being on  Folklore ",0.07083333333333333,-0.1,Negative
It been 12 minutes where is Folklore _?????,0.0,0.0,Neutral
I going to sue!  _ ,0.0,0.0,Neutral
"_ ... hey, where the Taylor Swift album at",0.0,0.0,Neutral
  _  WE NEED YALL,0.0,0.0,Neutral
hi   ,0.0,0.0,Neutral
_live_13_ ITS NOT THERE YET WHAT THE HELL  _ ,0.0,0.0,Neutral
_ Let me give you my email dermotfinnigan.co.uk for one of your team to connect so I can send it over ,0.0,0.0,Neutral
  ,0.0,0.0,Neutral
_goodman  ITS NO APPEARING OMGGGGG _ smh,0.0,0.0,Neutral
   is the devil,0.0,0.0,Neutral
NO IM ACRUALLY LIGHTHEADED FROM ANGER TIM COOK WHEN I SEE U IT AINT GON BE NO WORDS BITCH IM LIGHTING YOU UP,0.2,-0.7,Negative
  when i catch you it is on sight,0.0,0.0,Neutral
I hope Steve Jobs haunts your dreams @  ,0.0,0.0,Neutral
TIM COOK YOU F,0.0,0.0,Neutral
_ Wow!!! Absolutely left without words how loved I feel to be ever connected to this ADE family!  Happy An ,0.7,0.467578125,Positive
.  _ somebody is about to get beat up,0.0,0.0,Neutral
Wow!!! Absolutely left without words how loved I feel to be ever connected to this ADE family!  Happy Aniversary t ,0.7,0.467578125,Positive
